station,date,tmpf,dwpf,relh,drct,sknt,alti,p01i,vsby,skyc1,metar
JFK,1/19/2019 12:00,0,0,0,20,4,30.23,0,10,CLR,KJFK 191200Z AUTO 02004KT 10SM CLR M01/M06 A3022 RMK T10101060 MADISHF
JFK,1/19/2019 12:05,0,0,0,20,4,30.23,0,10,CLR,KJFK 191205Z AUTO 02004KT 10SM CLR M01/M06 A3022 RMK T10101060 MADISHF
JFK,1/19/2019 12:10,0,0,0,20,4,30.23,0,10,CLR,KJFK 191210Z AUTO 02004KT 10SM CLR M01/M06 A3022 RMK T10101060 MADISHF
JFK,1/19/2019 12:15,0,0,0,20,3,30.23,0,10,CLR,KJFK 191215Z AUTO 02003KT 10SM CLR M02/M06 A3022 RMK T10201060 MADISHF
JFK,1/19/2019 12:20,0,0,0,10,3,30.24,0,10,CLR,KJFK 191220Z AUTO 01003KT 10SM CLR M01/M06 A3023 RMK T10101060 MADISHF
JFK,1/19/2019 12:25,0,0,0,350,3,30.24,0,10,CLR,KJFK 191225Z AUTO 35003KT 10SM CLR M01/M06 A3023 RMK T10101060 MADISHF
JFK,1/19/2019 12:30,0,0,0,20,3,30.24,0,10,CLR,KJFK 191230Z AUTO 02003KT 10SM CLR M01/M06 A3023 RMK T10101060 MADISHF
JFK,1/19/2019 12:35,0,0,0,40,3,30.24,0,10,CLR,KJFK 191235Z AUTO 04003KT 10SM CLR M01/M06 A3023 RMK T10101060 MADISHF
JFK,1/19/2019 12:40,0,0,0,30,3,30.24,0,10,CLR,KJFK 191240Z AUTO 03003KT 10SM CLR M01/M06 A3023 RMK T10101060 MADISHF
JFK,1/19/2019 12:45,0,0,0,30,3,30.24,0,10,FEW,KJFK 191245Z AUTO 03003KT 10SM FEW050 M01/M06 A3023 RMK T10101060 MADISHF
JFK,1/19/2019 12:50,0,0,0,0,0,30.24,0,10,FEW,KJFK 191250Z AUTO 00000KT 10SM FEW050 M01/M05 A3023 RMK T10101050 MADISHF
JFK,1/19/2019 12:51,30.9,23,72.18,20,3,30.25,0,10,FEW,KJFK 191251Z 02003KT 10SM FEW050 SCT250 M01/M05 A3025 RMK AO2 SLP241 T10061050
JFK,1/19/2019 12:55,0,0,0,0,0,30.25,0,10,SCT,KJFK 191255Z AUTO 00000KT 10SM SCT045 M01/M05 A3025 RMK T10101050 MADISHF
JFK,1/19/2019 13:00,0,0,0,0,0,30.26,0,10,BKN,KJFK 191300Z AUTO 00000KT 10SM BKN045 M01/M05 A3026 RMK T10101050 MADISHF
JFK,1/19/2019 13:05,0,0,0,0,0,30.26,0,10,BKN,KJFK 191305Z AUTO 00000KT 10SM BKN045 00/M05 A3026 RMK T00001050 MADISHF
JFK,1/19/2019 13:10,0,0,0,0,0,30.26,0,10,BKN,KJFK 191310Z AUTO 00000KT 10SM BKN045 00/M05 A3026 RMK T00001050 MADISHF
JFK,1/19/2019 13:15,0,0,0,0,0,30.26,0,10,OVC,KJFK 191315Z AUTO 00000KT 10SM OVC045 00/M04 A3026 RMK T00001040 MADISHF
JFK,1/19/2019 13:20,0,0,0,20,3,30.26,0,10,OVC,KJFK 191320Z AUTO 02003KT 10SM OVC045 01/M04 A3026 RMK T00101040 MADISHF
JFK,1/19/2019 13:25,0,0,0,0,0,30.28,0,10,OVC,KJFK 191325Z AUTO 00000KT 10SM OVC045 01/M04 A3028 RMK T00101040 MADISHF
JFK,1/19/2019 13:30,0,0,0,320,4,30.28,0,10,OVC,KJFK 191330Z AUTO 32004KT 10SM OVC046 01/M04 A3028 RMK T00101040 MADISHF
JFK,1/19/2019 13:35,0,0,0,350,4,30.27,0,10,OVC,KJFK 191335Z AUTO 35004KT 10SM OVC044 01/M04 A3027 RMK T00101040 MADISHF
JFK,1/19/2019 13:40,0,0,0,360,4,30.27,0,10,OVC,KJFK 191340Z AUTO 36004KT 10SM OVC044 01/M04 A3027 RMK T00101040 MADISHF
JFK,1/19/2019 13:45,0,0,0,20,3,30.27,0,10,OVC,KJFK 191345Z AUTO 02003KT 10SM OVC046 01/M04 A3027 RMK T00101040 MADISHF
JFK,1/19/2019 13:50,0,0,0,20,3,30.28,0,10,BKN,KJFK 191350Z AUTO 02003KT 10SM BKN046 01/M04 A3028 RMK T00101040 MADISHF
JFK,1/19/2019 13:51,34,24.1,66.72,20,3,30.28,0,10,BKN,KJFK 191351Z 02003KT 10SM BKN046 BKN250 01/M04 A3028 RMK AO2 SLP251 T00111044
JFK,1/19/2019 13:55,0,0,0,30,4,30.28,0,10,OVC,KJFK 191355Z AUTO 03004KT 10SM OVC045 01/M04 A3028 RMK T00101040 MADISHF
JFK,1/19/2019 14:00,0,0,0,360,3,30.28,0,10,OVC,KJFK 191400Z AUTO 36003KT 10SM OVC045 01/M04 A3028 RMK T00101040 MADISHF
JFK,1/19/2019 14:05,0,0,0,360,5,30.28,0,10,OVC,KJFK 191405Z AUTO 36005KT 10SM OVC045 01/M05 A3028 RMK T00101050 MADISHF
JFK,1/19/2019 14:10,0,0,0,360,5,30.28,0,10,OVC,KJFK 191410Z AUTO 36005KT 10SM OVC045 01/M05 A3028 RMK T00101050 MADISHF
JFK,1/19/2019 14:15,0,0,0,360,5,30.28,0,10,OVC,KJFK 191415Z AUTO 36005KT 10SM OVC045 01/M05 A3028 RMK T00101050 MADISHF
JFK,1/19/2019 14:20,0,0,0,20,5,30.27,0,10,OVC,KJFK 191420Z AUTO 02005KT 10SM OVC045 01/M05 A3027 RMK T00101050 MADISHF
JFK,1/19/2019 14:25,0,0,0,50,4,30.27,0,10,BKN,KJFK 191425Z AUTO 05004KT 10SM BKN045 02/M04 A3027 RMK T00201040 MADISHF
JFK,1/19/2019 14:30,0,0,0,50,5,30.27,0,10,BKN,KJFK 191430Z AUTO 05005KT 10SM BKN045 02/M04 A3027 RMK T00201040 MADISHF
JFK,1/19/2019 14:35,0,0,0,50,5,30.27,0,10,SCT,KJFK 191435Z AUTO 05005KT 10SM SCT045 02/M04 A3027 RMK T00201040 MADISHF
JFK,1/19/2019 14:40,0,0,0,60,6,30.27,0,10,FEW,KJFK 191440Z AUTO 06006KT 10SM FEW045 02/M04 A3027 RMK T00201040 MADISHF
JFK,1/19/2019 14:45,0,0,0,70,7,30.28,0,10,FEW,KJFK 191445Z AUTO 07007KT 10SM FEW043 02/M04 A3028 RMK T00201040 MADISHF
JFK,1/19/2019 14:50,0,0,0,20,6,30.28,0,10,FEW,KJFK 191450Z AUTO 02006KT 10SM FEW043 BKN050 02/M05 A3028 RMK T00201050 MADISHF
JFK,1/19/2019 14:51,36,23,58.85,20,6,30.28,0,10,FEW,KJFK 191451Z 02006KT 10SM FEW043 BKN050 BKN250 02/M05 A3028 RMK AO2 SLP255 T00221050 51018
JFK,1/19/2019 14:55,0,0,0,40,5,30.29,0,10,SCT,KJFK 191455Z AUTO 04005KT 10SM SCT050 02/M05 A3029 RMK T00201050 MADISHF
JFK,1/19/2019 15:00,0,0,0,50,4,30.28,0,10,BKN,KJFK 191500Z AUTO 05004KT 10SM BKN050 02/M04 A3028 RMK T00201040 MADISHF
JFK,1/19/2019 15:05,0,0,0,50,5,30.28,0,10,BKN,KJFK 191505Z AUTO 05005KT 10SM BKN050 02/M04 A3028 RMK T00201040 MADISHF
JFK,1/19/2019 15:10,0,0,0,60,6,30.28,0,10,BKN,KJFK 191510Z AUTO 06006KT 10SM BKN050 02/M04 A3028 RMK T00201040 MADISHF
JFK,1/19/2019 15:15,0,0,0,60,6,30.28,0,10,OVC,KJFK 191515Z AUTO 06006KT 10SM OVC050 02/M04 A3028 RMK T00201040 MADISHF
JFK,1/19/2019 15:20,0,0,0,60,6,30.28,0,10,OVC,KJFK 191520Z AUTO 06006KT 10SM OVC050 02/M04 A3028 RMK T00201040 MADISHF
JFK,1/19/2019 15:25,0,0,0,80,6,30.29,0,10,SCT,KJFK 191525Z AUTO 08006KT 10SM SCT038 OVC050 02/M04 A3029 RMK T00201040 MADISHF
JFK,1/19/2019 15:30,0,0,0,60,7,30.28,0,10,SCT,KJFK 191530Z AUTO 06007KT 10SM SCT038 OVC050 02/M04 A3028 RMK T00201040 MADISHF
JFK,1/19/2019 15:35,0,0,0,70,4,30.29,0,10,SCT,KJFK 191535Z AUTO 07004KT 10SM SCT038 OVC050 02/M04 A3029 RMK T00201040 MADISHF
JFK,1/19/2019 15:40,0,0,0,80,5,30.28,0,10,BKN,KJFK 191540Z AUTO 08005KT 10SM BKN038 OVC050 02/M04 A3028 RMK T00201040 MADISHF
JFK,1/19/2019 15:45,0,0,0,90,7,30.28,0,10,BKN,KJFK 191545Z AUTO 09007KT 10SM BKN038 OVC050 03/M04 A3028 RMK T00301040 MADISHF
JFK,1/19/2019 15:50,0,0,0,100,7,30.28,0,10,SCT,KJFK 191550Z AUTO 10007KT 10SM SCT038 OVC050 03/M04 A3028 RMK T00301040 MADISHF
JFK,1/19/2019 15:51,37,24.1,59.24,90,6,30.28,0,10,SCT,KJFK 191551Z 09006KT 10SM SCT038 OVC050 03/M04 A3028 RMK AO2 SLP254 T00281044
JFK,1/19/2019 15:55,0,0,0,100,8,30.28,0,10,SCT,KJFK 191555Z AUTO 10008KT 10SM SCT038 OVC050 03/M04 A3028 RMK T00301040 MADISHF
JFK,1/19/2019 16:00,0,0,0,100,7,30.27,0,10,SCT,KJFK 191600Z AUTO 10007KT 10SM SCT038 OVC050 03/M04 A3027 RMK T00301040 MADISHF
JFK,1/19/2019 16:05,0,0,0,80,8,30.27,0,10,FEW,KJFK 191605Z AUTO 08008KT 10SM FEW038 OVC050 03/M04 A3027 RMK T00301040 MADISHF
JFK,1/19/2019 16:10,0,0,0,110,8,30.27,0,10,FEW,KJFK 191610Z AUTO 11008KT 10SM FEW038 OVC050 03/M04 A3027 RMK T00301040 MADISHF
JFK,1/19/2019 16:15,0,0,0,110,9,30.26,0,10,FEW,KJFK 191615Z AUTO 11009KT 10SM FEW037 OVC050 03/M04 A3026 RMK T00301040 MADISHF
JFK,1/19/2019 16:20,0,0,0,100,8,30.27,0,10,OVC,KJFK 191620Z AUTO 10008KT 10SM OVC050 03/M04 A3027 RMK T00301040 MADISHF
JFK,1/19/2019 16:25,0,0,0,100,6,30.27,0,10,FEW,KJFK 191625Z AUTO 10006KT 10SM FEW036 OVC050 03/M04 A3027 RMK T00301040 MADISHF
JFK,1/19/2019 16:30,0,0,0,120,8,30.27,0,10,SCT,KJFK 191630Z AUTO 12008KT 10SM SCT033 OVC050 03/M04 A3027 RMK T00301040 CIG 037 W  MADISHF
JFK,1/19/2019 16:35,0,0,0,120,9,30.26,0,10,BKN,KJFK 191635Z AUTO 12009KT 10SM BKN033 OVC049 03/M05 A3026 RMK T00301050 MADISHF
JFK,1/19/2019 16:40,0,0,0,120,9,30.26,0,10,BKN,KJFK 191640Z AUTO 12009KT 10SM BKN033 OVC049 03/M05 A3026 RMK T00301050 MADISHF
JFK,1/19/2019 16:45,0,0,0,120,9,30.26,0,10,BKN,KJFK 191645Z AUTO 12009KT 10SM BKN033 OVC049 03/M05 A3026 RMK T00301050 MADISHF
JFK,1/19/2019 16:50,0,0,0,120,9,30.26,0,10,OVC,KJFK 191650Z AUTO 12009KT 10SM OVC033 03/M05 A3026 RMK T00301050 MADISHF
JFK,1/19/2019 16:51,37,23,56.57,130,8,30.26,0,10,OVC,KJFK 191651Z 13008KT 10SM OVC033 03/M05 A3026 RMK AO2 SLP246 T00281050
JFK,1/19/2019 16:55,0,0,0,110,6,30.26,0,10,OVC,KJFK 191655Z AUTO 11006KT 10SM OVC033 03/M05 A3026 RMK T00301050 MADISHF
JFK,1/19/2019 17:00,0,0,0,110,8,30.25,0,10,OVC,KJFK 191700Z AUTO 11008KT 10SM OVC033 03/M05 A3025 RMK T00301050 MADISHF
JFK,1/19/2019 17:05,0,0,0,110,7,30.25,0,10,OVC,KJFK 191705Z AUTO 11007KT 10SM OVC033 02/M05 A3025 RMK T00201050 MADISHF
JFK,1/19/2019 17:10,0,0,0,110,9,30.25,0,10,OVC,KJFK 191710Z AUTO 11009KT 10SM OVC033 03/M05 A3025 RMK T00301050 MADISHF
JFK,1/19/2019 17:15,0,0,0,110,9,30.25,0,10,OVC,KJFK 191715Z AUTO 11009KT 10SM OVC033 02/M05 A3025 RMK T00201050 MADISHF
JFK,1/19/2019 17:20,0,0,0,100,9,30.24,0,10,OVC,KJFK 191720Z AUTO 10009KT 10SM OVC033 02/M06 A3023 RMK T00201060 MADISHF
JFK,1/19/2019 17:25,0,0,0,110,9,30.23,0,10,OVC,KJFK 191725Z AUTO 11009KT 10SM OVC033 02/M06 A3022 RMK T00201060 MADISHF
JFK,1/19/2019 17:30,0,0,0,90,11,30.23,0,10,OVC,KJFK 191730Z AUTO 09011KT 10SM OVC033 03/M05 A3022 RMK T00301050 MADISHF
JFK,1/19/2019 17:35,0,0,0,100,9,30.22,0,10,OVC,KJFK 191735Z AUTO 10009KT 10SM OVC033 03/M05 A3021 RMK T00301050 MADISHF
JFK,1/19/2019 17:40,0,0,0,110,10,30.21,0,10,OVC,KJFK 191740Z AUTO 11010KT 10SM OVC033 02/M05 A3020 RMK T00201050 MADISHF
JFK,1/19/2019 17:45,0,0,0,110,9,30.21,0,10,OVC,KJFK 191745Z AUTO 11009KT 10SM OVC033 03/M05 A3020 RMK T00301050 MADISHF
JFK,1/19/2019 17:50,0,0,0,100,9,30.21,0,10,OVC,KJFK 191750Z AUTO 10009KT 10SM OVC033 03/M05 A3020 RMK T00301050 MADISHF
JFK,1/19/2019 17:51,37,23,56.57,110,9,30.21,0,10,OVC,KJFK 191751Z 11009KT 10SM OVC034 03/M05 A3021 RMK AO2 SLP228 T00281050 10028 21017 58026
JFK,1/19/2019 17:55,0,0,0,110,9,30.21,0,10,OVC,KJFK 191755Z AUTO 11009KT 10SM OVC033 03/M05 A3020 RMK T00301050 MADISHF
JFK,1/19/2019 18:00,0,0,0,100,10,30.21,0,10,OVC,KJFK 191800Z AUTO 10010KT 10SM OVC033 03/M06 A3020 RMK T00301060 MADISHF
JFK,1/19/2019 18:05,0,0,0,100,11,30.2,0,10,OVC,KJFK 191805Z AUTO 10011KT 10SM OVC033 03/M06 A3020 RMK T00301060 MADISHF
JFK,1/19/2019 18:10,0,0,0,100,9,30.2,0,10,OVC,KJFK 191810Z AUTO 10009KT 10SM OVC033 02/M06 A3020 RMK T00201060 MADISHF
JFK,1/19/2019 18:15,0,0,0,110,10,30.2,0,10,OVC,KJFK 191815Z AUTO 11010KT 10SM OVC032 02/M05 A3020 RMK T00201050 MADISHF
JFK,1/19/2019 18:20,0,0,0,110,8,30.2,0,10,OVC,KJFK 191820Z AUTO 11008KT 10SM OVC032 02/M05 A3020 RMK T00201050 MADISHF
JFK,1/19/2019 18:25,0,0,0,100,9,30.2,0,10,OVC,KJFK 191825Z AUTO 10009KT 10SM OVC033 02/M05 A3020 RMK T00201050 MADISHF
JFK,1/19/2019 18:30,0,0,0,100,9,30.2,0,10,OVC,KJFK 191830Z AUTO 10009KT 10SM OVC033 02/M05 A3020 RMK T00201050 MADISHF
JFK,1/19/2019 18:35,0,0,0,90,9,30.19,0,10,OVC,KJFK 191835Z AUTO 09009KT 10SM OVC033 02/M04 A3019 RMK T00201040 MADISHF
JFK,1/19/2019 18:40,0,0,0,90,10,30.2,0,10,OVC,KJFK 191840Z AUTO 09010KT 10SM OVC033 02/M04 A3020 RMK T00201040 MADISHF
JFK,1/19/2019 18:45,0,0,0,90,8,30.19,0,10,OVC,KJFK 191845Z AUTO 09008KT 10SM OVC033 02/M04 A3019 RMK T00201040 MADISHF
JFK,1/19/2019 18:50,0,0,0,100,8,30.19,0,10,OVC,KJFK 191850Z AUTO 10008KT 10SM OVC033 02/M04 A3019 RMK T00201040 MADISHF
JFK,1/19/2019 18:51,36,24.1,61.62,100,9,30.19,0,10,OVC,KJFK 191851Z 10009KT 10SM OVC033 02/M04 A3019 RMK AO2 SLP223 T00221044
JFK,1/19/2019 18:55,0,0,0,100,9,30.19,0,10,OVC,KJFK 191855Z AUTO 10009KT 10SM OVC035 02/M04 A3019 RMK T00201040 MADISHF
JFK,1/19/2019 19:00,0,0,0,100,9,30.19,0,10,OVC,KJFK 191900Z AUTO 10009KT 10SM OVC035 02/M04 A3019 RMK T00201040 MADISHF
JFK,1/19/2019 19:05,0,0,0,100,7,30.19,0,10,SCT,KJFK 191905Z AUTO 10007KT 10SM SCT035 OVC041 02/M04 A3019 RMK T00201040 CIG 032 W  MADISHF
JFK,1/19/2019 19:10,0,0,0,100,10,30.18,0,10,SCT,KJFK 191910Z AUTO 10010KT 10SM SCT033 OVC041 02/M04 A3018 RMK T00201040 MADISHF
JFK,1/19/2019 19:15,0,0,0,100,9,30.19,0,10,FEW,KJFK 191915Z AUTO 10009KT 10SM FEW033 OVC041 02/M04 A3019 RMK T00201040 MADISHF
JFK,1/19/2019 19:20,0,0,0,90,9,30.18,0,10,OVC,KJFK 191920Z AUTO 09009KT 10SM OVC041 02/M04 A3018 RMK T00201040 CIG 034 W  MADISHF
JFK,1/19/2019 19:25,0,0,0,90,7,30.19,0,10,OVC,KJFK 191925Z AUTO 09007KT 10SM OVC041 02/M04 A3019 RMK T00201040 MADISHF
JFK,1/19/2019 19:30,0,0,0,100,8,30.19,0,10,OVC,KJFK 191930Z AUTO 10008KT 10SM OVC041 02/M03 A3019 RMK T00201030 MADISHF
JFK,1/19/2019 19:35,0,0,0,90,8,30.18,0,10,OVC,KJFK 191935Z AUTO 09008KT 10SM OVC042 02/M03 A3018 RMK T00201030 MADISHF
JFK,1/19/2019 19:40,0,0,0,90,9,30.18,0,10,OVC,KJFK 191940Z AUTO 09009KT 10SM OVC042 02/M03 A3018 RMK T00201030 MADISHF
JFK,1/19/2019 19:45,0,0,0,90,9,30.18,0,10,SCT,KJFK 191945Z AUTO 09009KT 10SM SCT033 OVC044 02/M03 A3018 RMK T00201030 MADISHF
JFK,1/19/2019 19:50,0,0,0,90,7,30.18,0,10,SCT,KJFK 191950Z AUTO 09007KT 10SM SCT033 OVC044 02/M03 A3018 RMK T00201030 MADISHF
JFK,1/19/2019 19:51,36,26.1,66.97,100,6,30.18,0,10,SCT,KJFK 191951Z 10006KT 10SM SCT034 OVC044 02/M03 A3018 RMK AO2 SLP221 T00221033
JFK,1/19/2019 19:55,0,0,0,100,6,30.19,0,10,OVC,KJFK 191955Z AUTO 10006KT 10SM OVC042 02/M03 A3019 RMK T00201030 MADISHF
JFK,1/19/2019 20:00,0,0,0,80,6,30.18,0,10,BKN,KJFK 192000Z AUTO 08006KT 10SM BKN038 OVC045 02/M03 A3018 RMK T00201030 MADISHF
JFK,1/19/2019 20:05,0,0,0,80,9,30.17,0,10,BKN,KJFK 192005Z AUTO 08009KT 10SM BKN036 OVC045 02/M03 A3017 RMK T00201030 MADISHF
JFK,1/19/2019 20:10,0,0,0,90,10,30.17,0,10,BKN,KJFK 192010Z AUTO 09010G15KT 10SM BKN033 OVC043 02/M03 A3017 RMK T00201030 MADISHF
JFK,1/19/2019 20:15,0,0,0,90,11,30.17,0,10,BKN,KJFK 192015Z AUTO 09011KT 10SM BKN033 BKN043 OVC055 02/M03 A3017 RMK T00201030 MADISHF
JFK,1/19/2019 20:20,0,0,0,90,10,30.17,0,10,BKN,KJFK 192020Z AUTO 09010KT 10SM BKN032 BKN039 OVC050 02/M03 A3017 RMK T00201030 MADISHF
JFK,1/19/2019 20:25,0,0,0,90,12,30.17,0,10,BKN,KJFK 192025Z AUTO 09012KT 10SM BKN032 BKN039 OVC050 02/M03 A3017 RMK T00201030 MADISHF
JFK,1/19/2019 20:30,0,0,0,80,9,30.17,0,10,BKN,KJFK 192030Z AUTO 08009KT 10SM BKN032 BKN039 OVC050 02/M03 A3017 RMK T00201030 MADISHF
JFK,1/19/2019 20:34,36,27,69.51,80,8,30.17,0,10,BKN,KJFK 192034Z 08008KT 10SM BKN029 OVC055 02/M03 A3017 RMK AO2 T00221028
JFK,1/19/2019 20:35,0,0,0,80,10,30.17,0,10,BKN,KJFK 192035Z AUTO 08010KT 10SM BKN029 OVC055 03/M03 A3017 RMK T00301030 MADISHF
JFK,1/19/2019 20:40,0,0,0,80,12,30.16,0,10,BKN,KJFK 192040Z AUTO 08012KT 10SM BKN029 OVC055 02/M03 A3015 RMK T00201030 MADISHF
JFK,1/19/2019 20:45,0,0,0,70,10,30.16,0,10,BKN,KJFK 192045Z AUTO 07010KT 10SM BKN029 OVC055 02/M03 A3015 RMK T00201030 MADISHF
JFK,1/19/2019 20:50,0,0,0,80,9,30.16,0,10,BKN,KJFK 192050Z AUTO 08009KT 10SM BKN025 OVC050 02/M03 A3015 RMK T00201030 MADISHF
JFK,1/19/2019 20:51,36,27,69.51,80,8,30.16,0,10,BKN,KJFK 192051Z 08008KT 10SM BKN025 OVC050 02/M03 A3016 RMK AO2 SLP212 T00221028 58017
JFK,1/19/2019 20:55,0,0,0,80,9,30.16,0,10,OVC,KJFK 192055Z AUTO 08009KT 10SM OVC025 02/M03 A3015 RMK T00201030 MADISHF
JFK,1/19/2019 21:00,0,0,0,80,9,30.16,0,10,OVC,KJFK 192100Z AUTO 08009KT 10SM OVC025 02/M03 A3015 RMK T00201030 MADISHF
JFK,1/19/2019 21:05,0,0,0,80,10,30.15,0,10,OVC,KJFK 192105Z AUTO 08010KT 10SM OVC025 03/M03 A3014 RMK T00301030 MADISHF
JFK,1/19/2019 21:10,0,0,0,80,8,30.15,0,10,OVC,KJFK 192110Z AUTO 08008KT 10SM OVC025 03/M03 A3014 RMK T00301030 MADISHF
JFK,1/19/2019 21:15,0,0,0,70,9,30.14,0,10,OVC,KJFK 192115Z AUTO 07009KT 10SM OVC025 03/M03 A3013 RMK T00301030 MADISHF
JFK,1/19/2019 21:20,0,0,0,80,10,30.15,0,10,OVC,KJFK 192120Z AUTO 08010KT 10SM OVC025 03/M02 A3014 RMK T00301020 MADISHF
JFK,1/19/2019 21:25,0,0,0,80,9,30.14,0,10,OVC,KJFK 192125Z AUTO 08009KT 10SM OVC025 03/M02 A3013 RMK T00301020 MADISHF
JFK,1/19/2019 21:30,0,0,0,80,10,30.13,0,10,OVC,KJFK 192130Z AUTO 08010KT 10SM OVC025 03/M02 A3012 RMK T00301020 MADISHF
JFK,1/19/2019 21:35,0,0,0,80,8,30.13,0,10,OVC,KJFK 192135Z AUTO 08008KT 10SM OVC025 03/M02 A3012 RMK T00301020 MADISHF
JFK,1/19/2019 21:40,0,0,0,80,8,30.13,0,10,OVC,KJFK 192140Z AUTO 08008KT 10SM OVC025 03/M02 A3012 RMK T00301020 MADISHF
JFK,1/19/2019 21:45,0,0,0,80,8,30.13,0,10,OVC,KJFK 192145Z AUTO 08008KT 10SM OVC025 03/M02 A3012 RMK T00301020 MADISHF
JFK,1/19/2019 21:50,0,0,0,70,8,30.13,0,10,BKN,KJFK 192150Z AUTO 07008KT 10SM BKN026 OVC037 03/M02 A3012 RMK T00301020 MADISHF
JFK,1/19/2019 21:51,37,28,69.63,70,9,30.13,0,10,BKN,KJFK 192151Z 07009KT 10SM BKN026 OVC037 03/M02 A3013 RMK AO2 SLP201 T00281022
JFK,1/19/2019 21:55,0,0,0,80,10,30.13,0,10,OVC,KJFK 192155Z AUTO 08010KT 10SM OVC026 03/M02 A3012 RMK T00301020 MADISHF
JFK,1/19/2019 22:00,0,0,0,80,9,30.12,0,10,OVC,KJFK 192200Z AUTO 08009KT 10SM OVC026 03/M02 A3012 RMK T00301020 MADISHF
JFK,1/19/2019 22:05,0,0,0,80,7,30.13,0,10,OVC,KJFK 192205Z AUTO 08007KT 10SM OVC026 03/M02 A3012 RMK T00301020 MADISHF
JFK,1/19/2019 22:10,0,0,0,90,6,30.13,0,10,OVC,KJFK 192210Z AUTO 09006KT 10SM OVC026 03/M02 A3012 RMK T00301020 MADISHF
JFK,1/19/2019 22:15,0,0,0,90,8,30.12,0,10,OVC,KJFK 192215Z AUTO 09008KT 10SM OVC026 03/M02 A3012 RMK T00301020 MADISHF
JFK,1/19/2019 22:20,0,0,0,80,9,30.12,0,10,OVC,KJFK 192220Z AUTO 08009KT 10SM OVC026 03/M02 A3012 RMK T00301020 MADISHF
JFK,1/19/2019 22:25,0,0,0,80,9,30.12,0,10,OVC,KJFK 192225Z AUTO 08009KT 10SM OVC026 03/M02 A3012 RMK T00301020 MADISHF
JFK,1/19/2019 22:30,0,0,0,80,9,30.12,0,10,OVC,KJFK 192230Z AUTO 08009KT 10SM OVC026 03/M01 A3012 RMK T00301010 MADISHF
JFK,1/19/2019 22:35,0,0,0,90,8,30.12,0,10,OVC,KJFK 192235Z AUTO 09008KT 10SM OVC026 03/M01 A3012 RMK T00301010 MADISHF
JFK,1/19/2019 22:40,0,0,0,90,9,30.13,0,10,BKN,KJFK 192240Z AUTO 09009KT 10SM BKN026 OVC036 03/M01 A3012 RMK T00301010 MADISHF
JFK,1/19/2019 22:45,0,0,0,80,8,30.12,0,10,BKN,KJFK 192245Z AUTO 08008KT 10SM BKN026 OVC036 03/M01 A3012 RMK T00301010 MADISHF
JFK,1/19/2019 22:50,0,0,0,70,9,30.12,0,10,BKN,KJFK 192250Z AUTO 07009KT 10SM BKN023 OVC036 03/M01 A3012 RMK T00301010 MADISHF
JFK,1/19/2019 22:51,37,30,75.56,80,9,30.12,0,10,BKN,KJFK 192251Z 08009KT 10SM BKN023 OVC036 03/M01 A3012 RMK AO2 SLP197 T00281011
JFK,1/19/2019 22:55,0,0,0,70,8,30.11,0,10,BKN,KJFK 192255Z AUTO 07008KT 10SM BKN023 OVC036 03/M01 A3011 RMK T00301010 MADISHF
JFK,1/19/2019 23:00,0,0,0,80,10,30.1,0,10,BKN,KJFK 192300Z AUTO 08010KT 10SM BKN023 OVC036 03/M01 A3010 RMK T00301010 MADISHF
JFK,1/19/2019 23:05,0,0,0,80,9,30.11,0,10,BKN,KJFK 192305Z AUTO 08009KT 10SM BKN023 OVC036 03/M01 A3011 RMK T00301010 MADISHF
JFK,1/19/2019 23:10,0,0,0,80,9,30.1,0,10,BKN,KJFK 192310Z AUTO 08009KT 10SM BKN023 OVC036 03/M01 A3010 RMK T00301010 MADISHF
JFK,1/19/2019 23:15,0,0,0,80,11,30.1,0,10,BKN,KJFK 192315Z AUTO 08011KT 10SM BKN023 OVC036 03/M01 A3010 RMK T00301010 MADISHF
JFK,1/19/2019 23:20,0,0,0,80,10,30.1,0,10,BKN,KJFK 192320Z AUTO 08010KT 10SM BKN023 OVC036 03/M01 A3010 RMK T00301010 MADISHF
JFK,1/19/2019 23:25,0,0,0,80,9,30.1,0,10,BKN,KJFK 192325Z AUTO 08009KT 10SM BKN023 OVC036 03/M01 A3010 RMK T00301010 MADISHF
JFK,1/19/2019 23:30,0,0,0,70,10,30.09,0,10,BKN,KJFK 192330Z AUTO 07010KT 10SM BKN023 OVC036 03/M01 A3009 RMK T00301010 MADISHF
JFK,1/19/2019 23:35,0,0,0,70,10,30.09,0,10,BKN,KJFK 192335Z AUTO 07010KT 10SM BKN023 OVC036 03/M01 A3009 RMK T00301010 MADISHF
JFK,1/19/2019 23:40,0,0,0,70,9,30.1,0,10,BKN,KJFK 192340Z AUTO 07009KT 10SM BKN023 OVC036 03/M01 A3010 RMK T00301010 MADISHF
JFK,1/19/2019 23:45,0,0,0,80,6,30.1,0,10,BKN,KJFK 192345Z AUTO 08006KT 10SM -RA BKN023 OVC036 03/M01 A3010 RMK T00301010 MADISHF
JFK,1/19/2019 23:50,0,0,0,80,8,30.09,0,10,BKN,KJFK 192350Z AUTO 08008KT 10SM -RA BKN023 OVC036 03/M01 A3009 RMK T00301010 MADISHF
